unit_number,time_in_cycles,operational_setting_1,operational_setting_2,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_20,sensor_measurement_21,RUL,sensor_measurement_2_roll_mean,sensor_measurement_2_roll_std,sensor_measurement_3_roll_mean,sensor_measurement_3_roll_std,sensor_measurement_4_roll_mean,sensor_measurement_4_roll_std,sensor_measurement_6_roll_mean,sensor_measurement_6_roll_std,sensor_measurement_7_roll_mean,sensor_measurement_7_roll_std,sensor_measurement_8_roll_mean,sensor_measurement_8_roll_std,sensor_measurement_9_roll_mean,sensor_measurement_9_roll_std,sensor_measurement_11_roll_mean,sensor_measurement_11_roll_std,sensor_measurement_12_roll_mean,sensor_measurement_12_roll_std,sensor_measurement_13_roll_mean,sensor_measurement_13_roll_std,sensor_measurement_14_roll_mean,sensor_measurement_14_roll_std,sensor_measurement_15_roll_mean,sensor_measurement_15_roll_std,sensor_measurement_17_roll_mean,sensor_measurement_17_roll_std,sensor_measurement_20_roll_mean,sensor_measurement_20_roll_std,sensor_measurement_21_roll_mean,sensor_measurement_21_roll_std,predicted_RUL,error
1,123,0.0016,-0.0002,643.39,1586.66,1403.04,21.61,552.64,2388.12,9049.44,47.41,521.6,2388.17,8129.72,8.4396,392,38.9,23.292,69,642.96,0.3591656999216642,1592.896,3.740518680613094,1408.21,4.686843287330386,21.61,0.0,553.4399999999999,0.46502688094378414,2388.1079999999997,0.029495762407757847,9045.482,3.7495159687809583,47.519999999999996,0.08972179222453683,521.324,0.2543226297447271,2388.104,0.04722287581327306,8128.978,4.216132113673363,8.42276,0.013321899264002308,393.2,0.8366600265340454,38.842,0.13953494186047735,23.32364,0.056949302015041364,107.66,38.66
1,124,0.0025,0.0002,642.48,1587.14,1402.28,21.61,552.26,2388.13,9053.03,47.55,521.4,2388.13,8133.82,8.4416,393,38.8,23.2341,68,642.9219999999999,0.4046850627342196,1590.9640000000002,3.714603612770763,1407.774,5.196583493026384,21.61,0.0,553.1379999999999,0.650476748239648,2388.114,0.030495901364449834,9046.91,5.070636054785354,47.519999999999996,0.08972179222453683,521.312,0.24762875438906032,2388.112,0.04764451699939915,8130.972,3.477480409716515,8.4272,0.015451375343321479,393.0,0.7071067811865098,38.8,0.10319883720279885,23.3067,0.06987857325389724,128.53,60.53
1,127,-0.001,0.0002,642.99,1586.9,1399.49,21.61,553.81,2388.09,9047.9,47.63,521.34,2388.1,8133.0,8.4626,393,38.91,23.2772,65,642.8620000000001,0.38375773607863667,1585.7620000000002,1.8596021079772103,1405.946,7.439622302240584,21.61,0.0,552.9739999999999,0.7351734489223907,2388.1040000000003,0.03435112807464296,9049.128,2.531811604365538,47.541999999999994,0.0944457516248391,521.452,0.12397580409164251,2388.118,0.03420526275475694,8130.762,2.963109852833733,8.4379,0.01953637632725567,392.8,0.8366600265340454,38.827999999999996,0.09364827814758853,23.267220000000002,0.03400157349300274,101.68,36.68000000000001
1,128,-0.0006,0.0003,642.47,1593.87,1407.06,21.61,552.74,2388.13,9056.59,47.62,521.96,2388.16,8132.08,8.4413,393,38.85,23.2641,64,642.678,0.2714221803762527,1587.2040000000002,4.1342750271356,1406.75,7.262162212453986,21.61,0.0,552.994,0.7251068886725798,2388.106,0.03577708764012217,9050.558,4.213071326235195,47.584,0.06228964600940206,521.524,0.26063384277586693,2388.116,0.030495901365731354,8131.2339999999995,2.943531892126193,8.438239999999999,0.01958808311193706,393.0,0.7071067811865098,38.818,0.0864291617453784,23.26164,0.031082277908801484,122.1,58.099999999999994
1,129,-0.0033,0.0003,642.41,1591.33,1408.42,21.61,552.42,2388.09,9046.08,47.61,522.02,2388.13,8127.33,8.4681,393,38.84,23.2656,63,642.664,0.28562212799467107,1588.042,4.524308786986087,1407.978,6.82319719779468,21.61,0.0,553.026,0.6871535490706814,2388.098,0.033466401061127894,9049.168,4.338233511464781,47.596000000000004,0.05983310120640051,521.648,0.3261441399136339,2388.116,0.030495901365731354,8129.936,2.949038826457569,8.44354,0.023846655950051282,393.0,0.7071067811865098,38.82600000000001,0.08619744775808758,23.26794,0.02703336826960553,123.07,60.06999999999999
1,133,0.0032,-0.0002,642.45,1592.64,1410.11,21.61,553.82,2388.11,9050.95,47.57,521.23,2388.09,8130.93,8.4604,394,38.95,23.2521,59,642.7520000000001,0.3425200724048851,1590.342,4.458017496601713,1409.958,3.004258643990421,21.61,0.0,553.1519999999999,0.617349171863379,2388.1220000000003,0.030331501776972268,9045.828,3.090043689032634,47.58,0.0868907359847834,521.566,0.29313819266703234,2388.1160000000004,0.03577708764129237,8127.7699999999995,2.2127019681678606,8.43556,0.02996986820124769,393.0,1.2247448713915703,38.751999999999995,0.15690761613131946,23.30518,0.043894840243481774,106.33,47.33
1,134,-0.0014,0.0,642.85,1583.62,1402.67,21.61,553.2,2388.11,9046.16,47.75,521.52,2388.13,8131.3,8.4293,393,38.68,23.2833,58,642.84,0.28425340807147537,1588.8,5.287154244014739,1408.808,4.478819040773157,21.61,0.0,553.308,0.4661759324549807,2388.126,0.026076809621840814,9045.844000000001,3.091881304340418,47.608000000000004,0.11649034294727605,521.466,0.14976648490304778,2388.116,0.03577708764129237,8128.564,2.678587314227595,8.427800000000001,0.023832855473069278,393.0,1.2247448713915703,38.72,0.15066519173324633,23.30872,0.04048619517812047,118.12,60.120000000000005
1,135,-0.0017,0.0001,642.45,1585.55,1406.83,21.61,553.09,2388.14,9050.65,47.34,520.99,2388.12,8129.34,8.4242,392,38.85,23.2744,57,642.79,0.3328663395422227,1588.73,5.3372277448131396,1407.724,4.075203062424448,21.61,0.0,553.394,0.3390870094830787,2388.1279999999997,0.026832815731048155,9047.380000000001,3.212483463002961,47.584,0.15915401345858785,521.3660000000001,0.2577401792509823,2388.126,0.025099800798867707,8129.374000000001,1.955883432095965,8.433879999999998,0.015363495695972706,392.6,1.1401754250991196,38.748,0.16099689438002743,23.29438,0.0364312640461528,140.57,83.57
1,138,-0.0011,0.0001,642.79,1589.82,1413.34,21.61,552.91,2388.11,9049.64,47.4,521.57,2388.18,8129.67,8.4208,392,39.0,23.3664,54,642.6719999999999,0.21311968468497003,1587.6799999999998,4.568965966167872,1406.476,4.118103932636407,21.61,0.0,553.354,0.49348758849660906,2388.112,0.032710854467857035,9045.578,4.738720291401153,47.562,0.2428373941549763,521.45,0.26048032555315453,2388.132,0.02774887385407587,8129.910000000001,0.9740379869139354,8.43404,0.013074517199505638,392.8,0.8366600265340454,38.832,0.12070625501607704,23.27066,0.07003843944577667,122.62,68.62
1,140,-0.0006,-0.0001,643.05,1590.89,1408.36,21.61,552.15,2388.17,9055.85,47.51,521.27,2388.05,8130.27,8.4397,393,38.82,23.3704,52,642.844,0.2681044572555655,1590.48,3.6995067238767545,1408.768,4.123429397963921,21.61,0.0,553.176,0.7387015635562093,2388.108,0.0486826457787083,9046.348,6.459436507940184,47.58,0.20248456731311112,521.408,0.25242820761617313,2388.1220000000003,0.048682645779689726,8128.83,2.249399919965634,8.4437,0.015143480445397242,393.2,0.8366600265340454,38.866,0.08876936408470563,23.30164,0.08619021406169095,127.3,75.3
1,147,0.0047,0.0001,642.25,1594.85,1409.96,21.61,553.09,2388.14,9041.24,47.8,520.92,2388.12,8126.13,8.4428,393,38.77,23.2684,45,642.756,0.31887301547837954,1592.302,3.3532625903761075,1407.676,2.550868479556602,21.61,0.0,553.222,0.4743100251948802,2388.138,0.01923538406484539,9046.822,3.6280669784460207,47.612,0.11300442469201098,521.054,0.097621718897739,2388.134,0.025099800800072538,8127.702,2.277832302854897,8.448080000000001,0.01380061592828768,393.2,1.0954451150103108,38.734,0.051768716422285484,23.23922,0.06391726683768349,144.89,99.88999999999999
2,17,0.0003,-0.0001,642.43,1583.58,1390.27,21.61,553.62,2388.04,9052.05,47.13,522.71,2388.08,8134.78,8.3714,391,39.04,23.5245,270,641.9780000000001,0.326603735434983,1583.244,2.566072875036927,1396.566,5.145078230697899,21.61,0.0,554.2959999999999,0.4222321636254366,2388.0,0.03807886552953196,9050.918,2.4337358114624057,47.138,0.07661592523750912,522.5120000000001,0.41499397585999187,2388.004,0.04929503017570033,8137.33,3.1656357971190645,8.37704,0.007614000262672259,391.6,0.8944271909999183,38.959999999999994,0.06442049363365211,23.44818,0.044874792478629855,230.81,39.19
2,27,0.0006,0.0005,642.12,1585.44,1402.31,21.61,555.16,2388.03,9058.01,47.03,522.11,2388.06,8137.73,8.4077,392,38.96,23.4275,260,642.032,0.22320394261778062,1581.6120000000003,4.141940366543409,1395.48,5.74276501347588,21.61,0.0,554.304,0.6383807641209903,2387.9900000000002,0.02645751311110418,9053.576,3.0134332579326877,47.14,0.07071067811865632,522.346,0.26444281045246437,2388.026,0.04159326868617676,8135.94,2.5089440009704282,8.38622,0.02309625510769986,391.6,0.8944271909999083,39.038,0.09808159868191818,23.413940000000004,0.07936755004408427,223.04,36.96000000000001
2,39,-0.0018,0.0005,642.0,1585.69,1391.49,21.61,554.05,2388.0,9061.16,47.2,522.79,2388.05,8138.78,8.3755,391,39.02,23.4489,248,641.792,0.4392835075437967,1582.752,4.283528919010669,1395.042,2.8318403909829346,21.61,0.0,554.5179999999999,0.3892557000223891,2388.016,0.01673320053170579,9057.560000000001,2.312217550335347,47.208,0.03271085446757609,522.3860000000001,0.3444270604932739,2388.024,0.02509980079433604,8138.781999999999,3.3134302467370502,8.38612,0.024130727299437344,391.4,1.5165750888103209,39.074,0.03714835124202758,23.43782,0.05529206091293821,209.93,38.06999999999999
2,188,0.0024,0.0002,642.64,1582.97,1402.72,21.61,554.26,2388.07,9062.7,47.37,522.34,2388.04,8139.36,8.4124,392,38.82,23.306,99,642.644,0.13464768843278116,1584.212,3.0921626735980805,1405.97,2.3247042822670543,21.61,0.0,554.304,0.6134574149848244,2388.052,0.023874672769870414,9062.72,3.008097405353141,47.41,0.11313708498972515,521.866,0.4884465170310083,2388.0719999999997,0.04969909456169582,8141.566000000001,3.5173825495599034,8.41104,0.007384646233932218,392.6,0.8944271909999778,38.858,0.07918333157938871,23.34412,0.05259407761337858,135.34,36.34
2,192,0.0003,0.0002,642.18,1589.95,1404.07,21.6,553.09,2388.03,9071.88,47.49,521.7,2388.09,8141.81,8.4309,392,38.87,23.3049,95,642.4680000000001,0.26752569970060186,1586.71,4.25889070063935,1404.65,2.0372407810554782,21.607999999999997,0.004472135955000825,553.8399999999999,0.5623610939602263,2388.046,0.018165902121202997,9065.718,5.154703677236608,47.376,0.10784247771623753,521.878,0.27408028020950537,2388.05,0.02345207880295211,8140.931999999999,1.4433537334820603,8.430159999999999,0.023349154160288623,392.6,0.5477225575052803,38.93599999999999,0.09449867723947364,23.30324,0.031853539834746404,132.45,37.44999999999999
2,194,-0.0003,-0.0003,643.1,1592.38,1404.64,21.61,553.86,2388.05,9065.99,47.69,522.17,2388.1,8142.38,8.4304,393,38.9,23.3282,93,642.4240000000001,0.401160815634238,1589.54,3.2819734916647447,1404.334,2.9810786638391162,21.607999999999997,0.004472135955000825,553.662,0.49610482763249963,2388.054,0.023021728863571095,9065.128,4.572419490829006,47.416,0.18769656363388965,521.7360000000001,0.37259898013758763,2388.07,0.02915475947875257,8142.072,1.7785021787845652,8.431560000000001,0.022822642265981297,392.8,0.4472135955000922,38.894,0.11193748255169494,23.30134,0.039857282897908096,159.79,66.78999999999999
2,196,0.0003,0.0004,642.64,1591.39,1408.59,21.61,554.31,2388.15,9054.2,47.43,522.02,2388.06,8139.28,8.4614,393,39.04,23.3682,91,642.658,0.5103136290560092,1590.7099999999998,1.6155030176349787,1405.414,4.157105964489303,21.607999999999997,0.004472135955000825,553.604,0.4949040311012674,2388.066,0.05549774770063113,9063.158,6.584471884675934,47.446,0.15725775020636198,521.7940000000001,0.393420894208261,2388.08,0.01581138831065292,8143.052000000001,3.0454835412344257,8.431880000000001,0.017843121924174577,392.8,0.4472135955000922,38.926,0.1432829368766929,23.318900000000003,0.0396848837720777,139.51,48.50999999999999
2,210,-0.005,0.0001,642.88,1583.56,1396.99,21.61,553.5,2388.1,9064.68,47.51,521.77,2388.08,8141.12,8.4317,393,38.92,23.2484,77,642.598,0.23036926878453892,1588.798,3.1453966363549606,1405.6399999999999,5.70701760992474,21.61,0.0,553.434,0.35182381954682146,2388.064,0.029664793946080154,9063.758,3.3137999336237622,47.416000000000004,0.11126544836548063,521.4100000000001,0.41224992419558376,2388.084,0.028809720587036496,8144.195999999999,2.970981319347997,8.42878,0.018690024077055795,392.2,1.3038404810405595,38.861999999999995,0.08871302046493942,23.31662,0.05520472805841277,129.91,52.91
3,42,0.0027,-0.0003,642.61,1586.25,1404.49,21.6,554.31,2387.97,9058.97,47.31,522.02,2388.01,8140.13,8.3828,390,39.11,23.4412,137,642.2059999999999,0.4655426940680152,1582.084,3.957667242202456,1401.056,3.7039613928871478,21.607999999999997,0.0044721359549988885,554.2059999999999,0.33664521383780377,2388.032,0.043817804601156335,9059.02,2.3461031520358984,47.251999999999995,0.15221695043587788,522.072,0.35786869100256236,2388.052,0.026832815732951234,8137.9619999999995,4.770887758058957,8.386579999999999,0.01719802314221992,391.8,1.0954451150103448,38.992000000000004,0.12696456198483383,23.3856,0.03900570471098734,176.77,39.77000000000001
3,60,0.0011,0.0003,641.8,1586.82,1405.66,21.61,553.34,2388.05,9051.65,47.47,522.23,2388.05,8136.68,8.4616,394,38.94,23.2905,119,642.3839999999999,0.3590682386404235,1584.7279999999998,2.8704302813345093,1401.946,3.634491711367367,21.61,0.0,553.8520000000001,0.4294997089635117,2388.054,0.015165750889909024,9056.088,2.7342311533580537,47.292,0.1259761882261924,522.214,0.380433962731961,2388.054,0.02701851217553283,8136.714,4.041525702010549,8.41714,0.025162432314862735,392.4,1.6733200530681693,38.998000000000005,0.11924764148611315,23.37492,0.052834808601909,192.23,73.22999999999999
3,71,0.0002,0.0001,642.9,1579.41,1401.19,21.61,554.59,2388.1,9063.98,47.43,522.0,2388.07,8139.03,8.3895,392,38.89,23.3944,108,642.4860000000001,0.44908796465798245,1584.036,3.371287587851243,1401.344,2.898547912317392,21.61,0.0,554.36,0.5590617139461456,2388.0559999999996,0.046151923037430535,9062.028,3.9267441984385374,47.342,0.08871302046489424,521.904,0.1732916616563745,2388.018,0.03898717737906529,8139.416,1.3752745180458554,8.413540000000001,0.019505717110633446,392.0,0.0,39.04,0.08860022573335032,23.40976,0.0489564908873333,152.65,44.650000000000006
3,75,-0.0007,-0.0002,642.25,1592.23,1406.98,21.61,553.73,2388.05,9059.09,47.25,522.24,2387.99,8144.98,8.4043,392,39.1,23.41,104,642.5139999999999,0.2970353514325605,1587.3,5.141614532420767,1400.77,6.767067311620291,21.608,0.0044721359549988885,554.256,0.32090497035762355,2388.062,0.02588435821163809,9059.782,4.279657696588588,47.306,0.14328293687666316,522.1719999999999,0.6054089526921165,2388.0339999999997,0.028809720582902595,8140.85,2.744366957967327,8.40502,0.011198080192607998,392.0,0.0,38.938,0.0925742944882711,23.39482,0.07104098816881146,157.95,53.94999999999999
3,80,-0.0003,-0.0003,641.74,1580.95,1405.37,21.61,553.21,2388.03,9062.23,47.34,521.97,2387.99,8148.72,8.3935,392,39.03,23.5181,99,642.396,0.44590357702142597,1583.27,3.8048587358802095,1404.1439999999998,2.226539916551612,21.61,0.0,553.684,0.33306155587102837,2388.028,0.02167948339188412,9064.472,3.0426830265364333,47.302,0.08729261137119042,522.206,0.4541255333052545,2388.04,0.0430116263362826,8143.442,3.4338637130759193,8.40274,0.024080137042800858,392.0,1.2247448713916007,38.93,0.09300537618869621,23.40258,0.07420951421483214,138.06,39.06
3,85,0.0043,-0.0001,641.95,1587.14,1414.11,21.61,554.09,2388.01,9067.15,47.25,521.84,2388.07,8144.64,8.3949,391,38.87,23.314,94,642.238,0.2148720549542335,1587.4360000000001,4.904857796104115,1403.3020000000001,6.199916934927316,21.61,0.0,553.894,0.15852444606284113,2388.0380000000005,0.03962322551373582,9064.002,5.653381289102059,47.39,0.1433527118683345,521.9100000000001,0.347419055320145,2388.03,0.04527692569108009,8144.647999999999,2.339566199100906,8.397459999999999,0.014373865172598295,392.0,1.0000000000000124,38.898,0.05805170109480244,23.379780000000004,0.04578342494834696,135.9,41.900000000000006
3,98,0.0006,-0.0004,642.4,1586.19,1403.62,21.61,553.85,2388.03,9066.24,47.35,521.93,2388.06,8148.92,8.4405,392,38.96,23.2921,81,642.6360000000001,0.26763781496791883,1586.23,2.259280859035686,1403.8999999999999,3.200960793261701,21.607999999999997,0.0044721359549988885,554.246,0.3496140729434156,2388.034,0.0378153408043414,9066.223999999998,2.090509507264065,47.374,0.07092249290602332,521.97,0.4534864937344504,2388.0340000000006,0.027018512173433165,8148.51,2.6791509849144677,8.42458,0.015691940606575305,392.4,0.5477225575052219,38.902,0.08167006795637129,23.38142,0.07107669800997544,128.09,47.09
4,67,0.0029,-0.0003,642.21,1592.37,1395.74,21.61,553.47,2388.08,9051.73,47.43,521.63,2388.0,8137.62,8.4517,393,38.87,23.4225,122,642.608,0.27869337990028203,1589.2959999999998,3.5330199546568513,1404.0120000000002,5.650289373121156,21.61,0.0,553.954,0.30113120064188464,2388.052,0.022803508502804982,9052.820000000002,5.143447287566685,47.348,0.07155417527999534,521.784,0.3210607419168648,2388.0660000000003,0.0409878030640341,8135.505999999999,3.3024733155611083,8.42614,0.022721971745435048,393.0,0.7071067811864973,38.9,0.08031189202100902,23.37804,0.07450163085463479,190.42,68.41999999999999
4,78,-0.0014,0.0001,642.66,1587.09,1408.49,21.61,554.03,2388.06,9053.78,47.46,521.53,2388.04,8137.48,8.4084,392,38.78,23.3512,111,642.462,0.35961090083596614,1589.21,2.3282504160857656,1404.06,4.54889547033186,21.61,0.0,553.692,0.36676968249865466,2388.064,0.03209361307258192,9058.367999999999,3.679289333550654,47.388,0.06833739825307121,521.664,0.3077011537196088,2388.082,0.0389871773790422,8138.7,1.3466439767058296,8.41722,0.009615196305860732,393.0,0.9999999999999485,38.827999999999996,0.07981227975693556,23.30988,0.059456597615418175,160.25,49.25
4,79,0.0014,0.0004,642.14,1592.26,1407.47,21.61,553.13,2388.1,9056.85,47.39,521.93,2388.1,8136.08,8.4384,393,39.05,23.4146,110,642.3700000000001,0.3740320841852041,1590.0420000000001,2.5637999141909353,1404.0059999999999,4.4955789393587375,21.61,0.0,553.656,0.41878395384751116,2388.062,0.028635642127391486,9058.412,3.6545410108491896,47.403999999999996,0.05319774431306149,521.716,0.3301211898686576,2388.0899999999997,0.03741657386740761,8138.116,1.7552008432073645,8.4187,0.012425377257864401,392.8,0.8366600265340135,38.89,0.10931605554535699,23.31552,0.06908738669251961,165.0,55.0
4,81,-0.0003,0.0,642.26,1582.27,1408.32,21.61,553.51,2388.04,9052.44,47.39,521.35,2388.06,8135.47,8.4252,392,38.82,23.34,108,642.562,0.35244857780991123,1587.7459999999999,3.617807346999037,1405.532,4.322102497628466,21.61,0.0,553.752,0.6022624012837892,2388.056,0.027018512173196122,9057.047999999999,4.230209214680411,47.384,0.051283525619822655,521.562,0.2940578174449711,2388.066,0.02190890230052919,8136.647999999999,0.8763960291973024,8.41864,0.015613711922546226,393.0,0.9999999999999485,38.904,0.10737783756434494,23.327859999999998,0.06451440149301291,152.32,44.31999999999999
4,84,-0.0029,0.0006,642.91,1589.92,1403.9,21.61,553.48,2388.09,9053.78,47.52,521.63,2388.09,8134.57,8.4081,392,38.72,23.4161,105,642.588,0.3807492613259715,1586.118,3.687712027802234,1405.752,1.735963709299955,21.61,0.0,553.932,0.5106564402806097,2388.0620000000004,0.02167948338987219,9055.228,2.9137381488313583,47.382,0.083785440262612,521.6899999999999,0.21011901389527934,2388.0800000000004,0.01870828693372507,8135.548,0.8615799440512178,8.418339999999999,0.01719456309419559,392.6,0.8944271909998607,38.874,0.10382677881932217,23.3326,0.06545842191805178,149.64,44.639999999999986
